# Expression Atlas			
"# Query: Genes matching: 'default query', specifically up/down differentially expressed in 1 comparisons  given the adjusted p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-7453"			
"# Timestamp: Tue, 18-Feb-2020 06:12:59"			
Gene ID	Gene Name	'PLX4720; 1 micromolar' vs 'none' .foldChange	'PLX4720; 1 micromolar' vs 'none'.pValue
ENSG00000196422	PPP1R26	0.3	0.622573482
ENSG00000196427	NBPF4	1.9	0.102867214
ENSG00000196428	TSC22D2	-0.5	0.073610724
ENSG00000196436	NPIPB15	1.6	0.001420996
ENSG00000196437	ZNF569	-1.4	0.001218741
ENSG00000196440	ARMCX4	0.4	0.360728541
ENSG00000196449	YRDC	-1.5	4.28E-07
ENSG00000196453	ZNF777	0.2	0.845621129
ENSG00000196455	PIK3R4	-0.9	0.004010907
ENSG00000196456	ZNF775	2.1	0.029142152
ENSG00000196458	ZNF605	0.9	0.010266494
ENSG00000196459	TRAPPC2	-0.1	0.832546959
ENSG00000196465	MYL6B	1	0.146355308
ENSG00000196466	ZNF799	-0.3	0.556209639
ENSG00000196470	SIAH1	-0.5	0.408396984
ENSG00000196476	C20orf96	1.2	0.003935879
ENSG00000196482	ESRRG	1.8	5.16E-04
ENSG00000196497	IPO4	-0.9	0.328443558
ENSG00000196498	NCOR2	1	0.163362474
ENSG00000196502	SULT1A1	1.8	0.015143058
ENSG00000196503	ARL9	-0.1	0.945603272
ENSG00000196504	PRPF40A	-1.2	0.001420927
ENSG00000196505	GDAP2	-1.3	3.20E-04
ENSG00000196507	TCEAL3	1.7	2.20E-08
ENSG00000196510	ANAPC7	-1.5	3.87E-08
ENSG00000196511	TPK1	0.8	0.056011823
ENSG00000196517	SLC6A9	-0.6	0.464826202
ENSG00000196526	AFAP1	-1.2	0.001489427
ENSG00000196531	NACA	-0.6	0.170375342
ENSG00000196535	MYO18A	0.2	0.777922659
ENSG00000196544	BORCS6	1.1	0.148236495
ENSG00000196547	MAN2A2	3	3.03E-08
ENSG00000196549	MME	2.5	0.00591423
ENSG00000196550	FAM72A	-1.6	1.07E-04
ENSG00000196562	SULF2	-0.6	0.147822029
ENSG00000196565	HBG2	-0.9	0.446137103
ENSG00000196569	LAMA2	1.9	1.31E-05
ENSG00000196576	PLXNB2	1.4	0.122803748
ENSG00000196581	AJAP1	-3.6	1.27E-23
ENSG00000196584	XRCC2	-4.8	2.95E-41
ENSG00000196586	MYO6	0.7	0.043048572
ENSG00000196588	MRTFA	1.3	0.044290455
ENSG00000196591	HDAC2	-1.8	3.00E-06
ENSG00000196597	ZNF782	-0.4	0.434127884
ENSG00000196604	POTEF	0.2	0.843461691
ENSG00000196605	ZNF846	1.7	9.28E-05
ENSG00000196611	MMP1	-5.5	2.42E-16
ENSG00000196628	TCF4	1.7	1.39E-06
ENSG00000196632	WNK3	-1.1	0.376134005
ENSG00000196636	SDHAF3	-1	0.053889418
ENSG00000196639	HRH1	0.4	0.30285883
ENSG00000196642	RABL6	0.5	0.487518773
ENSG00000196646	ZNF136	-0.4	0.401989417
ENSG00000196652	ZKSCAN5	-0.2	0.693675956
ENSG00000196653	ZNF502	-1.1	0.023228236
ENSG00000196655	TRAPPC4	-1.3	8.57E-06
ENSG00000196656	AC004057.1	-0.5	0.6484396
ENSG00000196659	TTC30B	0.9	0.020092098
ENSG00000196660	SLC30A10	2.7	0.003151716
ENSG00000196663	TECPR2	1.5	1.73E-05
ENSG00000196668	LINC00173	1.9	0.023901878
ENSG00000196670	ZFP62	-0.6	0.146484277
ENSG00000196678	ERI2	-0.2	0.750048582
ENSG00000196683	TOMM7	0.5	0.188340952
ENSG00000196689	TRPV1	1.9	8.46E-06
ENSG00000196696	AC009022.1	1.2	0.001913661
ENSG00000196700	ZNF512B	0.9	0.250726469
ENSG00000196704	AMZ2	-0.6	0.138257259
ENSG00000196705	ZNF431	-0.5	0.200612912
ENSG00000196712	NF1	0.1	0.79969328
ENSG00000196715	VKORC1L1	-1.6	6.44E-07
ENSG00000196724	ZNF418	-0.1	0.883855044
ENSG00000196730	DAPK1	-0.8	0.142831256
ENSG00000196735	HLA-DQA1	2.7	7.66E-15
ENSG00000196739	COL27A1	1.2	0.022723666
ENSG00000196741	LINC01560	0.6	0.228261861
ENSG00000196743	GM2A	0.4	0.186716211
ENSG00000196747	HIST1H2AI	1.6	0.096080223
ENSG00000196748	CLPSL2	3.2	0.001135169
ENSG00000196754	S100A2	-2.9	4.03E-08
ENSG00000196756	SNHG17	-1	0.037199167
ENSG00000196757	ZNF700	-0.5	0.196645924
ENSG00000196776	CD47	-0.3	0.607269027
ENSG00000196781	TLE1	1.6	1.87E-09
ENSG00000196782	MAML3	0.3	0.561611081
ENSG00000196787	HIST1H2AG	3.1	1.90E-14
ENSG00000196792	STRN3	-0.6	0.184791436
ENSG00000196793	ZNF239	-1.6	0.005097551
ENSG00000196796	NPIPB10P	1.4	0.316613801
ENSG00000196810	CTBP1-DT	0.3	0.412290347
ENSG00000196812	ZSCAN16	1.1	0.016895672
ENSG00000196814	MVB12B	-0.2	0.672877199
ENSG00000196821	ILRUN	-0.3	0.401824681
ENSG00000196839	ADA	1.1	0.02967462
ENSG00000196843	ARID5A	0.5	0.663358172
ENSG00000196844	PATE2	-2.4	0.090533432
ENSG00000196850	PPTC7	-0.9	0.026320135
ENSG00000196860	TOMM20L	-0.6	0.65476111
ENSG00000196865	NHLRC2	-0.7	0.129741025
ENSG00000196867	ZFP28	0.5	0.204524001
ENSG00000196873	CBWD3	-0.1	0.910469058
ENSG00000196876	SCN8A	-0.9	0.016354438
ENSG00000196878	LAMB3	1.1	0.0399337
ENSG00000196890	HIST3H2BB	1.3	0.02884077
ENSG00000196911	KPNA5	-0.3	0.554630713
ENSG00000196912	ANKRD36B	-1	0.022888777
ENSG00000196914	ARHGEF12	0.6	0.075557489
ENSG00000196922	ZNF252P	-0.6	0.199524942
ENSG00000196924	FLNA	-0.5	0.636383259
ENSG00000196933	RPS26P11	-1.5	0.302700519
ENSG00000196935	SRGAP1	-0.3	0.504900169
ENSG00000196937	FAM3C	-0.9	0.030155482
ENSG00000196943	NOP9	0.7	0.093380502
ENSG00000196950	SLC39A10	-0.5	0.337502616
ENSG00000196951	SCOC-AS1	-0.6	0.466074062
ENSG00000196954	CASP4	0.6	0.118147609
ENSG00000196961	AP2A1	0.9	0.089276658
ENSG00000196967	ZNF585A	0.8	0.035580287
ENSG00000196968	FUT11	0.1	0.902626549
ENSG00000196972	SMIM10L2B	2	0.17624497
ENSG00000196975	ANXA4	0.9	0.013297541
ENSG00000196976	LAGE3	0.2	0.835879027
ENSG00000196981	WDR5B	0.7	0.057340471
ENSG00000196993	NPIPB9	1.8	0.025005556
ENSG00000196998	WDR45	1.9	6.55E-05
ENSG00000197006	METTL9	-0.9	0.009009971
ENSG00000197008	ZNF138	-0.9	0.05315582
ENSG00000197013	ZNF429	1.9	5.85E-08
ENSG00000197019	SERTAD1	-0.2	0.789346047
ENSG00000197020	ZNF100	-2	2.25E-06
ENSG00000197021	CXorf40B	-0.2	0.607518404
ENSG00000197024	ZNF398	-0.3	0.428448438
ENSG00000197037	ZSCAN25	0.4	0.312906213
ENSG00000197043	ANXA6	-0.6	0.266578569
ENSG00000197044	ZNF441	-0.2	0.686627945
ENSG00000197045	GMFB	-1.2	0.007688905
ENSG00000197050	ZNF420	-0.5	0.227376156
ENSG00000197054	ZNF763	2.5	0.001865096
ENSG00000197056	ZMYM1	-1.5	0.001835402
ENSG00000197057	DTHD1	4.1	6.89E-04
ENSG00000197061	HIST1H4C	-2.1	0.098829676
ENSG00000197062	ZSCAN26	0.2	0.741683178
ENSG00000197063	MAFG	0.3	0.539158774
ENSG00000197070	ARRDC1	1.4	0.07595485
ENSG00000197077	KIAA1671	-0.3	0.500318845
ENSG00000197081	IGF2R	0.6	0.126273543
ENSG00000197093	GAL3ST4	1.3	0.02037246
ENSG00000197102	DYNC1H1	-0.1	0.811657369
ENSG00000197106	SLC6A17	-0.8	0.628110205
ENSG00000197111	PCBP2	0.3	0.441638619
ENSG00000197114	ZGPAT	1.1	0.224769789
ENSG00000197119	SLC25A29	1.9	2.46E-04
ENSG00000197122	SRC	-0.1	0.867179809
ENSG00000197124	ZNF682	-1	0.010215783
ENSG00000197128	ZNF772	-0.4	0.368234407
ENSG00000197134	ZNF257	-2.6	1.88E-09
ENSG00000197136	PCNX3	0.5	0.603093962
ENSG00000197140	ADAM32	-0.8	0.35048891
ENSG00000197142	ACSL5	1.7	9.00E-04
ENSG00000197147	LRRC8B	-2	5.60E-07
ENSG00000197150	ABCB8	0.9	0.158812557
ENSG00000197157	SND1	0.9	0.028273097
ENSG00000197162	ZNF785	-2.5	0.081905037
ENSG00000197165	SULT1A2	1	0.550150806
ENSG00000197168	NEK5	0.6	0.573638462
ENSG00000197170	PSMD12	-1.9	6.63E-07
ENSG00000197172	MAGEA6	-0.5	0.351792592
ENSG00000197180	AC244090.1	1.6	0.009538685
ENSG00000197181	PIWIL2	1.1	0.321932593
ENSG00000197182	MIRLET7BHG	0.2	0.870934368
ENSG00000197183	NOL4L	0.7	0.030706899
ENSG00000197191	CYSRT1	2.6	3.31E-04
ENSG00000197208	SLC22A4	-0.5	0.242597404
ENSG00000197217	ENTPD4	0.2	0.614428298
ENSG00000197223	C1D	-1.5	0.003075337
ENSG00000197226	TBC1D9B	0.7	0.242824397
ENSG00000197245	FAM110D	1.2	0.458558599
ENSG00000197249	SERPINA1	-0.1	0.908571096
ENSG00000197256	KANK2	-0.2	0.644545337
ENSG00000197258	EIF4BP6	0.7	0.102868574
ENSG00000197261	C6orf141	-1.6	9.72E-04
ENSG00000197265	GTF2E2	-1.1	0.005119311
ENSG00000197275	RAD54B	-2	3.16E-06
ENSG00000197279	ZNF165	-0.5	0.452409781
ENSG00000197283	SYNGAP1	1.2	0.020587606
ENSG00000197291	RAMP2-AS1	-0.6	0.624770998
ENSG00000197296	FITM2	0.2	0.469175932
ENSG00000197299	BLM	-5.3	2.48E-39
ENSG00000197301	HMGA2-AS1	-1.4	0.258332528
ENSG00000197302	ZNF720	0.8	0.067784607
ENSG00000197312	DDI2	-1.2	1.90E-04
ENSG00000197321	SVIL	2.4	8.79E-16
ENSG00000197323	TRIM33	-0.7	0.065018007
ENSG00000197324	LRP10	1.4	0.003991912
ENSG00000197332	AC008543.1	-2.4	0.051231357
ENSG00000197343	ZNF655	0.4	0.249269701
ENSG00000197345	MRPL21	-0.9	0.028315509
ENSG00000197355	UAP1L1	1.4	0.017643074
ENSG00000197358	BNIP3P1	-0.8	0.598615782
ENSG00000197360	ZNF98	-2.7	1.64E-08
ENSG00000197361	FBXL22	0.8	0.4075313
ENSG00000197362	ZNF786	0.3	0.483302729
ENSG00000197363	ZNF517	1.9	3.08E-04
ENSG00000197372	ZNF675	-1	0.013014887
ENSG00000197375	SLC22A5	0.5	0.127005388
ENSG00000197380	DACT3	1.5	0.019585142
ENSG00000197381	ADARB1	1.2	3.28E-05
ENSG00000197385	ZNF860	-1.3	0.004407057
ENSG00000197386	HTT	0.2	0.673416007
ENSG00000197405	C5AR1	4.3	2.80E-08
ENSG00000197410	DCHS2	0.8	0.422140055
ENSG00000197415	VEPH1	-1.5	0.021113411
ENSG00000197417	SHPK	-0.6	0.373638047
ENSG00000197429	IPP	0.1	0.874484147
ENSG00000197437	OR13G1	0.5	0.746810407
ENSG00000197442	MAP3K5	-1.5	0.001884519
ENSG00000197448	GSTK1	1	0.005210481
ENSG00000197451	HNRNPAB	-1.7	3.02E-10
ENSG00000197457	STMN3	1	0.266421113
ENSG00000197461	PDGFA	-2.7	2.44E-06
ENSG00000197465	GYPE	2.7	0.030445837
ENSG00000197467	COL13A1	-3.1	2.49E-08
ENSG00000197471	SPN	0.8	0.379370429
ENSG00000197472	ZNF695	-4.2	5.52E-17
ENSG00000197479	PCDHB11	1.1	0.008539975
ENSG00000197483	ZNF628	0.3	0.853436459
ENSG00000197496	SLC2A10	2.8	1.07E-07
ENSG00000197497	ZNF665	0.8	0.144185275
ENSG00000197498	RPF2	-1.7	4.38E-05
ENSG00000197503	LINC00477	1.9	0.185593217
ENSG00000197506	SLC28A3	-2.4	0.003867608
ENSG00000197530	MIB2	1.7	0.017545236
ENSG00000197535	MYO5A	-0.8	0.019354819
ENSG00000197536	C5orf56	0.8	0.283531675
ENSG00000197548	ATG7	-0.3	0.371681136
ENSG00000197555	SIPA1L1	-0.5	0.273125922
ENSG00000197557	TTC30A	0.8	0.073479599
ENSG00000197558	SSPO	5.1	1.07E-10
ENSG00000197562	RAB40C	0.9	0.252433586
ENSG00000197566	ZNF624	-0.1	0.87244332
ENSG00000197568	HHLA3	2.2	1.87E-09
ENSG00000197576	HOXA4	-0.7	0.298083525
ENSG00000197579	TOPORS	-1.2	0.003055392
ENSG00000197580	BCO2	3.5	4.10E-13
ENSG00000197582	GPX1P1	0.6	0.623451134
ENSG00000197586	ENTPD6	-1	0.095116612
ENSG00000197587	DMBX1	1.1	0.472374283
ENSG00000197594	ENPP1	-0.9	0.069914441
ENSG00000197599	CCDC154	2.2	0.08451214
ENSG00000197601	FAR1	-1.7	1.61E-05
ENSG00000197603	CPLANE1	0.7	0.117143532
ENSG00000197608	ZNF841	-0.2	0.68746027
ENSG00000197614	MFAP5	-2.9	0.005893488
ENSG00000197619	ZNF615	-0.2	0.627966119
ENSG00000197620	CXorf40A	0.6	0.131608766
ENSG00000197622	CDC42SE1	0.9	0.00108078
ENSG00000197627	UBE2Q2P12	0.8	0.632149693
ENSG00000197635	DPP4	0.3	0.777450965
ENSG00000197646	PDCD1LG2	-0.2	0.863178916
ENSG00000197647	ZNF433	0.3	0.638718211
ENSG00000197653	DNAH10	2.8	3.41E-05
ENSG00000197670	AL157838.1	-0.8	0.334563784
ENSG00000197694	SPTAN1	0.4	0.405568163
ENSG00000197696	NMB	-0.6	0.236750497
ENSG00000197702	PARVA	0.2	0.592169858
ENSG00000197712	FAM114A1	0.5	0.144379808
ENSG00000197713	RPE	-1.1	0.002268808
ENSG00000197714	ZNF460	-0.5	0.420939586
ENSG00000197724	PHF2	0.6	0.186142327
ENSG00000197728	RPS26	-0.9	0.099247776
ENSG00000197744	PTMAP2	-1.2	0.111930961
ENSG00000197746	PSAP	2.2	1.45E-06
ENSG00000197747	S100A10	0.2	0.757147029
ENSG00000197748	CFAP43	2.8	1.44E-08
ENSG00000197753	LHFPL5	3.8	4.16E-07
ENSG00000197756	RPL37A	0.4	0.480180298
ENSG00000197757	HOXC6	0.2	0.63059578
ENSG00000197763	TXNRD3	0.1	0.760282013
ENSG00000197766	CFD	1	0.399908412
ENSG00000197768	STPG3	0.3	0.841047784
ENSG00000197769	MAP1LC3C	3.1	1.88E-08
ENSG00000197771	MCMBP	-2.1	7.26E-12
ENSG00000197774	EME2	1.3	0.027483026
ENSG00000197776	KLHDC1	2.8	8.76E-07
ENSG00000197779	ZNF81	-0.2	0.723578623
ENSG00000197780	TAF13	-1.3	0.003935879
ENSG00000197782	ZNF780A	0.5	0.217364741
ENSG00000197785	ATAD3A	-1.3	0.174054995
ENSG00000197798	FAM118B	-0.8	0.032698006
ENSG00000197808	ZNF461	-0.4	0.550521712
ENSG00000197813	AC011450.1	1.1	0.107774195
ENSG00000197815	AC122129.1	1.7	0.009806649
ENSG00000197816	CCDC180	2.1	1.30E-04
ENSG00000197818	SLC9A8	0.8	0.020582931
ENSG00000197837	HIST4H4	1.6	0.007273137
ENSG00000197841	ZNF181	0.7	0.129241055
ENSG00000197847	SLC22A20P	-0.5	0.762405295
ENSG00000197849	OR8G1	-1	0.496828126
ENSG00000197852	INKA2	0.1	0.947547416
ENSG00000197857	ZNF44	-0.5	0.1440329
ENSG00000197858	GPAA1	1.1	0.406306552
ENSG00000197860	SGTB	-0.3	0.522166424
ENSG00000197863	ZNF790	0.4	0.501666224
ENSG00000197879	MYO1C	0.2	0.821705406
ENSG00000197885	NKIRAS1	-1.7	1.30E-05
ENSG00000197889	MEIG1	0.6	0.71035057
ENSG00000197892	KIF13B	1.3	2.10E-05
ENSG00000197894	ADH5	-0.7	0.062665016
ENSG00000197903	HIST1H2BK	2.3	4.01E-04
ENSG00000197905	TEAD4	-1.3	0.008656018
ENSG00000197912	SPG7	0.5	0.259693353
ENSG00000197915	HRNR	0.8	0.303062763
ENSG00000197927	C2orf27A	-0.2	0.709743701
ENSG00000197928	ZNF677	0.2	0.675779561
ENSG00000197930	ERO1A	-1.3	9.14E-04
ENSG00000197933	ZNF823	-0.3	0.579057316
ENSG00000197937	ZNF347	0.2	0.767221107
ENSG00000197943	PLCG2	-0.2	0.766270284
ENSG00000197948	FCHSD1	1	0.0415402
ENSG00000197951	ZNF71	-0.1	0.924520799
ENSG00000197956	S100A6	-1	0.029705371
ENSG00000197958	RPL12	0.3	0.501052168
ENSG00000197959	DNM3	-0.7	0.096351901
ENSG00000197961	ZNF121	-1.7	1.80E-08
ENSG00000197965	MPZL1	-2.2	2.14E-17
ENSG00000197969	VPS13A	-0.1	0.918187786
ENSG00000197976	AKAP17A	0.2	0.713065309
ENSG00000197977	ELOVL2	-2.6	2.48E-07
ENSG00000197978	GOLGA6L9	0.6	0.195481814
ENSG00000197980	LEKR1	0.9	0.223092156
ENSG00000197982	C1orf122	0.2	0.689680583
ENSG00000197989	SNHG12	-1.9	2.96E-11
ENSG00000197993	KEL	2.6	3.45E-05
ENSG00000198000	NOL8	-1	0.003765544
ENSG00000198001	IRAK4	1.2	0.003995993
ENSG00000198003	CCDC151	1	0.166794512
ENSG00000198015	MRPL42	-1.4	0.001448972
ENSG00000198018	ENTPD7	-0.6	0.142971124
ENSG00000198019	FCGR1B	2.1	0.155672353
ENSG00000198026	ZNF335	0.3	0.732520023
ENSG00000198028	ZNF560	-0.9	0.152446966
ENSG00000198034	RPS4X	0.2	0.672877199
ENSG00000198039	ZNF273	-1.7	7.51E-05
ENSG00000198040	ZNF84	0.2	0.763617512
ENSG00000198042	MAK16	-1.9	4.63E-08
ENSG00000198053	SIRPA	0.5	0.333468058
ENSG00000198055	GRK6	0.3	0.807538007
ENSG00000198056	PRIM1	-3.1	7.75E-13
ENSG00000198060	5-Mar	-0.6	0.210037665
ENSG00000198062	POTEH	0.6	0.428134036
ENSG00000198064	NPIPB13	0.8	0.603702713
ENSG00000198074	AKR1B10	0.4	0.72968068
ENSG00000198081	ZBTB14	-1	0.00339918
ENSG00000198087	CD2AP	-0.8	0.072684546
ENSG00000198089	SFI1	-0.4	0.428134036
ENSG00000198093	ZNF649	-1.5	5.28E-05
ENSG00000198105	ZNF248	-0.4	0.417102454
ENSG00000198108	CHSY3	-0.5	0.363068725
ENSG00000198113	TOR4A	0.3	0.793987314
ENSG00000198121	LPAR1	2.7	1.26E-15
ENSG00000198130	HIBCH	-1.1	0.006092173
ENSG00000198131	ZNF544	-0.7	0.03621293
ENSG00000198133	TMEM229B	2.2	2.18E-06
ENSG00000198134	PTMAP9	-1	0.330573052
ENSG00000198142	SOWAHC	-1.7	7.14E-05
ENSG00000198146	ZNF770	-0.7	0.058497569
ENSG00000198153	ZNF849P	-2.6	5.92E-04
ENSG00000198155	ZNF876P	-2.9	1.22E-07
ENSG00000198156	NPIPB6	3.6	1.00E-04
ENSG00000198157	HMGN5	-0.7	0.287976369
ENSG00000198160	MIER1	-0.7	0.145920415
ENSG00000198162	MAN1A2	0.3	0.521201425
ENSG00000198168	SVIP	-1.8	3.47E-05
ENSG00000198169	ZNF251	1	9.73E-04
ENSG00000198171	DDRGK1	1	0.06203857
ENSG00000198176	TFDP1	-1.4	9.83E-08
ENSG00000198182	ZNF607	-0.8	0.028235844
ENSG00000198185	ZNF334	1	0.017636394
ENSG00000198189	HSD17B11	-0.8	0.079567171
ENSG00000198198	SZT2	1.2	0.02751586
ENSG00000198203	SULT1C2	1.7	0.022864141
ENSG00000198208	RPS6KL1	0.5	0.338917685
ENSG00000198216	CACNA1E	-0.6	0.68298819
ENSG00000198218	QRICH1	-0.4	0.32659427
ENSG00000198223	CSF2RA	-0.4	0.6484396
ENSG00000198225	FKBP1C	0.2	0.76219188
ENSG00000198231	DDX42	-0.4	0.274864539
ENSG00000198237	AC131392.1	0.2	0.884987192
ENSG00000198242	RPL23A	0.3	0.688625684
ENSG00000198246	SLC29A3	0.9	0.112643721
ENSG00000198252	STYX	-0.3	0.63234697
ENSG00000198258	UBL5	-0.9	0.022135251
ENSG00000198265	HELZ	-0.1	0.824215885
ENSG00000198270	TMEM116	0.2	0.695318318
ENSG00000198276	UCKL1	0.4	0.686099275
ENSG00000198286	CARD11	-0.5	0.645783101
ENSG00000198298	ZNF485	-1.2	0.005278946
ENSG00000198300	PEG3	0.9	0.026703907
ENSG00000198301	SDAD1	-0.8	0.050249794
ENSG00000198312	BMS1P9	-0.1	0.966468089
ENSG00000198315	ZKSCAN8	0.4	0.228125596
ENSG00000198324	PHETA1	-0.3	0.789303977
ENSG00000198331	HYLS1	-1.4	6.83E-04
ENSG00000198346	ZNF813	-0.1	0.819120387
ENSG00000198353	HOXC4	0.3	0.494028339
ENSG00000198355	PIM3	-1	0.021551747
ENSG00000198363	ASPH	-0.1	0.780642203
ENSG00000198369	SPRED2	-0.7	0.025920927
ENSG00000198373	WWP2	0.9	0.080672433
ENSG00000198380	GFPT1	-0.8	0.040161294
ENSG00000198382	UVRAG	-0.7	0.020897621
ENSG00000198393	ZNF26	-0.6	0.191303545
ENSG00000198399	ITSN2	-0.2	0.673407362
ENSG00000198400	NTRK1	-0.1	0.959371099
ENSG00000198406	BZW1P2	-1.8	0.035925237
ENSG00000198408	OGA	-0.4	0.329368206
ENSG00000198416	ZNF658B	0.7	0.28270314
ENSG00000198417	MT1F	1.4	0.300460819
ENSG00000198420	TCAF1	1.1	9.14E-04
ENSG00000198429	ZNF69	0.1	0.861109459
ENSG00000198431	TXNRD1	-1.9	3.60E-10
ENSG00000198440	ZNF583	-0.2	0.774163763
ENSG00000198453	ZNF568	-0.3	0.547815672
ENSG00000198455	ZXDB	-0.7	0.151602169
ENSG00000198464	ZNF480	-0.8	0.0670869
ENSG00000198466	ZNF587	0.9	0.007308542
ENSG00000198468	FLVCR1-DT	0.8	0.071940262
ENSG00000198478	SH3BGRL2	0.2	0.736774779
ENSG00000198482	ZNF808	0.2	0.64020568
ENSG00000198492	YTHDF2	-0.8	0.002070636
ENSG00000198496	NBR2	1.7	2.88E-07
ENSG00000198498	TMA16	-2	1.91E-07
ENSG00000198502	HLA-DRB5	1.9	0.005434567
ENSG00000198513	ATL1	2.3	1.16E-07
ENSG00000198515	CNGA1	0.5	0.67900388
ENSG00000198517	MAFK	1.3	0.210937659
ENSG00000198520	ARMH1	5.7	5.25E-08
ENSG00000198521	ZNF43	-1.3	5.26E-04
ENSG00000198522	GPN1	-0.9	0.017762367
ENSG00000198538	ZNF28	-0.1	0.846535296
ENSG00000198546	ZNF511	-0.2	0.775496592
ENSG00000198551	ZNF627	0.4	0.378584786
ENSG00000198553	KCNRG	-1.3	0.40371788
ENSG00000198554	WDHD1	-3.2	6.08E-18
ENSG00000198555	AC133561.1	2	0.004218088
ENSG00000198556	ZNF789	-0.2	0.675165915
ENSG00000198561	CTNND1	0.1	0.731796069
ENSG00000198563	DDX39B	0.6	0.058082225
ENSG00000198569	SLC34A3	3.2	2.95E-04
ENSG00000198570	RD3	2	0.188542291
ENSG00000198574	SH2D1B	-4.3	1.13E-13
ENSG00000198576	ARC	0.1	0.964529397
ENSG00000198580	AC073343.1	3.3	0.001548177
ENSG00000198586	TLK1	-0.5	0.308154205
ENSG00000198589	LRBA	0.6	0.199067773
ENSG00000198590	C3orf35	0.5	0.681511776
ENSG00000198597	ZNF536	4.8	7.88E-43
ENSG00000198598	MMP17	2.8	2.55E-04
ENSG00000198604	BAZ1A	-1	0.004027574
ENSG00000198612	COPS8	-1.1	0.005392018
ENSG00000198618	PPIAP22	-1.1	0.016865492
ENSG00000198624	CCDC69	0.9	0.022898424
ENSG00000198625	MDM4	0.1	0.781160511
ENSG00000198626	RYR2	-1.2	0.007353951
ENSG00000198642	KLHL9	-0.6	0.13049687
ENSG00000198646	NCOA6	0.3	0.440454988
ENSG00000198648	STK39	-1.2	0.002984542
ENSG00000198663	C6orf89	1	2.02E-04
ENSG00000198668	CALM1	-2.3	1.37E-10
ENSG00000198673	TAFA2	-0.3	0.690820489
ENSG00000198677	TTC37	0.1	0.911858201
ENSG00000198681	MAGEA1	-1.1	0.029558164
ENSG00000198682	PAPSS2	-2.6	4.73E-20
ENSG00000198689	SLC9A6	-0.4	0.236046137
ENSG00000198695	MT-ND6	0.2	0.586581785
ENSG00000198700	IPO9	-0.6	0.039219499
ENSG00000198707	CEP290	-0.6	0.247401895
ENSG00000198711	SSBP3-AS1	1.5	0.011827585
ENSG00000198712	MT-CO2	1.2	9.74E-06
ENSG00000198715	GLMP	2	3.01E-05
ENSG00000198718	TOGARAM1	0.4	0.332697889
ENSG00000198719	DLL1	1.3	0.243604064
ENSG00000198720	ANKRD13B	0.2	0.811735749
ENSG00000198721	ECI2	-1.3	6.14E-04
ENSG00000198722	UNC13B	0.3	0.490852231
ENSG00000198727	MT-CYB	0.3	0.353165329
ENSG00000198728	LDB1	0.8	0.199337073
ENSG00000198729	PPP1R14C	-3.8	4.52E-22
ENSG00000198730	CTR9	-0.9	0.012382565
ENSG00000198732	SMOC1	-1.8	0.033777785
ENSG00000198736	MSRB1	0.3	0.785547105
ENSG00000198739	LRRTM3	1.9	0.156468779
ENSG00000198740	ZNF652	0.2	0.624289926
ENSG00000198742	SMURF1	-0.3	0.491709434
ENSG00000198743	SLC5A3	-1.1	0.003278534
ENSG00000198744	MTCO3P12	-0.1	0.868161284
ENSG00000198746	GPATCH3	0.3	0.587030025
ENSG00000198752	CDC42BPB	0.3	0.607323671
ENSG00000198753	PLXNB3	2.7	0.02559763
ENSG00000198754	OXCT2	-0.7	0.626098126
ENSG00000198756	COLGALT2	1.1	0.008593633
ENSG00000198763	MT-ND2	-0.7	0.007997788
ENSG00000198780	FAM169A	-2.1	3.20E-07
ENSG00000198783	ZNF830	-0.2	0.568849673
ENSG00000198785	GRIN3A	0.4	0.601000467
ENSG00000198786	MT-ND5	0.4	0.249780245
ENSG00000198791	CNOT7	-1.5	1.77E-04
ENSG00000198792	TMEM184B	0.6	0.295022958
ENSG00000198793	MTOR	1.1	5.52E-04
ENSG00000198794	SCAMP5	1.1	0.08532506
ENSG00000198795	ZNF521	0.7	0.199557672
ENSG00000198796	ALPK2	1.7	2.81E-06
ENSG00000198797	BRINP2	1.9	4.38E-04
ENSG00000198799	LRIG2	-0.3	0.361733924
ENSG00000198804	MT-CO1	0.9	0.003368285
ENSG00000198805	PNP	-2.4	2.96E-12
ENSG00000198814	GK	-0.9	0.088450232
ENSG00000198815	FOXJ3	-0.2	0.619655543
ENSG00000198816	ZNF358	1.8	0.195253398
ENSG00000198818	SFT2D1	-1.2	0.005805451
ENSG00000198821	CD247	-0.9	0.538338407
ENSG00000198824	CHAMP1	-1.9	1.29E-11
ENSG00000198825	INPP5F	-1.3	1.03E-04
ENSG00000198826	ARHGAP11A	-4.1	3.70E-27
ENSG00000198830	HMGN2	-2.5	4.50E-13
ENSG00000198832	SELENOM	2.3	0.001227837
ENSG00000198833	UBE2J1	-0.9	0.008405695
ENSG00000198835	GJC2	1.3	0.169223186
ENSG00000198836	OPA1	-0.9	0.030699692
ENSG00000198837	DENND4B	0.6	0.321564363
ENSG00000198838	RYR3	-0.3	0.610234497
ENSG00000198839	ZNF277	0.3	0.50198096
ENSG00000198840	MT-ND3	-0.3	0.346152275
ENSG00000198841	KTI12	-0.4	0.404330375
ENSG00000198842	DUSP27	1.6	0.304889157
ENSG00000198843	SELENOT	-1.2	0.017145552
